index,split
0,val
1,val
2,val
3,val
4,val
5,train
6,val
7,val
8,train
9,train
10,val
11,val
12,val
13,val
14,val
15,train
16,train
17,train
18,test
19,train
20,train
21,train
22,test
23,test
24,train
25,test
26,test
27,train
28,train
29,train
30,train
31,test
32,test
33,test
34,test
35,train
36,train
37,train
38,train
39,train
40,val
41,train
42,val
43,train
44,val
45,val
46,val
47,train
48,train
49,test
50,test
51,train
52,train
53,train
54,train
55,train
56,train
57,val
58,val
59,train
60,test
61,train
62,val
63,test
64,train
65,train
66,train
67,test
68,train
69,train
70,train
71,train
72,train
73,test
74,train
75,train
76,val
77,train
78,train
79,train
80,train
81,test
82,train
83,val
84,val
85,train
86,test
87,train
88,val
89,val
90,train
91,train
92,train
93,train
94,train
95,train
96,val
97,test
98,train
99,test
100,train
101,train
102,train
103,train
104,train
105,test
106,val
107,train
108,val
109,val
110,train
111,train
112,train
113,val
114,val
115,val
116,train
117,train
118,val
119,val
120,train
121,val
122,val
123,val
124,val
125,val
126,train
127,train
128,train
129,train
130,train
131,train
132,train
133,test
134,train
135,train
136,train
137,train
138,test
139,val
140,train
141,val
142,train
143,train
144,train
145,train
146,train
147,val
148,train
149,train
150,test
151,train
152,train
153,train
154,train
155,train
156,train
157,train
158,val
159,train
160,train
161,val
162,train
163,val
164,val
165,train
166,train
167,train
168,val
169,train
170,train
171,val
172,train
173,train
174,train
175,train
176,train
177,train
178,train
179,train
180,val
181,val
182,val
183,val
184,val
185,train
186,val
187,val
188,val
189,train
190,val
191,val
192,val
193,val
194,val
195,val
196,val
197,test
198,train
199,train
200,val
201,val
202,val
203,val
204,val
205,val
206,val
207,val
208,val
209,val
210,val
211,val
212,val
213,val
214,val
215,val
216,val
217,val
218,val
219,val
220,test
221,val
222,val
223,val
224,val
225,val
226,val
227,train
228,val
229,train
230,val
231,val
232,val
233,train
234,train
235,train
236,train
237,train
238,val
239,val
240,val
241,train
242,val
243,val
244,val
245,train
246,train
247,train
248,train
249,test
250,train
251,train
252,train
253,train
254,test
255,train
256,train
257,val
258,train
259,val
260,val
261,val
262,train
263,val
264,train
265,val
266,val
267,val
268,val
269,val
270,test
271,train
272,train
273,train
274,train
275,val
276,test
277,train
278,train
279,val
280,val
281,val
282,val
283,val
284,train
285,train
286,train
287,train
288,train
289,train
290,train
291,train
292,val
293,val
294,val
295,val
296,val
297,val
298,train
299,val
300,val
301,val
302,val
303,val
304,val
305,train
306,val
307,val
308,val
309,val
310,val
311,val
312,val
313,val
314,val
315,val
316,train
317,train
318,train
319,val
320,val
321,val
322,val
323,val
324,val
325,val
326,val
327,val
328,val
329,val
330,val
331,val
332,val
333,val
334,val
335,val
336,val
337,val
338,train
339,val
340,val
341,val
342,val
343,val
344,val
345,train
346,val
347,val
348,train
349,train
350,val
351,val
352,val
353,val
354,val
355,val
356,val
357,val
358,val
359,val
360,val
361,val
362,val
363,val
364,val
365,val
366,val
367,val
368,test
369,train
370,train
371,train
372,train
373,train
374,train
375,train
376,val
377,val
378,train
379,train
380,train
381,train
382,test
383,test
384,val
385,val
386,train
387,val
388,val
389,val
390,val
391,val
392,val
393,val
394,val
395,val
396,val
397,val
398,val
399,val
400,val
401,val
402,val
403,val
404,val
405,val
406,train
407,val
408,val
409,train
410,test
411,test
412,train
413,train
414,train
415,train
416,val
417,val
418,val
419,test
420,val
421,train
422,val
423,val
424,val
425,train
426,val
427,train
428,val
429,val
430,val
431,train
432,train
433,train
434,val
435,train
436,val
437,val
438,val
439,val
440,val
441,train
442,train
443,train
444,test
445,train
446,train
447,train
448,train
449,val
450,train
451,val
452,val
453,test
454,test
455,test
456,val
457,train
458,train
459,train
460,train
461,train
462,train
463,train
464,train
465,train
466,train
467,train
468,train
469,val
470,train
471,train
472,train
473,train
474,val
475,val
476,val
477,train
478,train
479,val
480,val
481,val
482,val
483,val
484,train
485,train
486,train
487,train
488,train
489,train
490,train
491,test
492,test
493,val
494,val
495,val
496,val
497,val
498,val
499,test
500,train
501,train
502,train
503,train
504,train
505,train
506,train
507,train
508,train
509,train
510,val
511,train
512,train
513,train
514,train
515,train
516,val
517,train
518,val
519,train
520,train
521,train
522,val
523,train
524,train
525,train
526,train
527,train
528,train
529,val
530,val
531,val
532,val
533,val
534,val
535,val
536,val
537,train
538,train
539,val
540,train
541,train
542,val
543,train
544,train
545,train
546,train
547,val
548,train
549,train
550,val
551,train
552,train
553,val
554,train
555,train
556,val
557,val
558,val
559,train
560,val
561,val
562,train
563,val
564,val
565,val
566,test
567,train
568,train
569,train
570,train
571,val
572,val
573,val
574,train
575,train
576,train
577,train
578,train
579,val
580,train
581,train
582,train
583,test
584,train
585,test
586,train
587,val
588,train
589,test
590,train
591,val
592,val
593,val
594,train
595,train
596,val
597,train
598,val
599,train
600,val
601,val
602,val
603,val
604,train
605,val
606,train
607,val
608,train
609,train
610,train
611,train
612,train
613,train
614,train
615,train
616,train
617,train
618,train
619,train
620,train
621,train
622,train
623,train
624,train
625,train
626,test
627,test
628,train
629,train
630,train
631,train
632,train
633,train
634,train
635,train
636,train
637,train
638,train
639,train
640,train
641,train
642,train
643,train
644,val
645,train
646,val
647,train
648,train
649,val
650,val
651,val
652,val
653,train
654,val
655,train
656,train
657,train
658,val
659,train
660,val
661,val
662,test
663,val
664,train
665,train
666,train
667,train
668,train
669,train
670,train
671,val
672,val
673,train
674,train
675,val
676,val
677,val
678,val
679,val
680,train
681,train
682,train
683,train
684,train
685,val
686,val
687,val
688,val
689,train
690,val
691,train
692,train
693,val
694,train
695,val
696,val
697,train
698,train
699,val
700,val
701,val
702,val
703,train
704,train
705,train
706,train
707,test
708,train
709,train
710,train
711,train
712,val
713,val
714,val
715,train
716,val
717,test
718,test
719,train
720,train
721,train
722,test
723,train
724,train
725,test
726,test
727,train
728,train
729,train
730,test
731,test
732,train
733,train
734,train
735,val
736,test
737,train
738,train
739,train
740,train
741,train
742,train
743,test
744,train
745,train
746,train
747,train
748,train
749,train
750,train
751,train
752,train
753,val
754,train
755,train
756,train
757,train
758,train
759,train
760,val
761,train
762,test
763,train
764,train
765,val
766,train
767,test
768,train
769,train
770,train
771,val
772,val
773,train
774,train
775,train
776,train
777,val
778,train
779,train
780,train
781,train
782,train
783,train
784,train
785,train
786,train
787,train
788,train
789,train
790,train
791,test
792,train
793,train
794,train
795,train
796,train
797,train
798,val
799,train
800,train
801,val
802,train
803,train
804,train
805,train
806,train
807,train
808,train
809,train
