index,split
0,train
1,val
2,train
3,train
4,train
5,train
6,train
7,train
8,val
9,train
10,train
11,train
12,train
13,test
14,test
15,train
16,val
17,train
18,train
19,train
20,test
21,test
22,train
23,train
24,train
25,train
26,val
27,train
28,train
29,train
30,train
31,train
32,train
33,train
34,test
35,train
36,train
37,val
38,train
39,train
40,test
41,train
42,train
43,train
44,train
45,train
46,train
47,train
48,train
49,train
50,train
51,train
52,train
53,val
54,train
55,train
56,train
57,train
58,train
59,train
60,train
61,train
62,train
63,train
64,test
65,train
66,train
67,train
68,train
69,train
70,train
71,train
72,train
73,train
74,train
75,train
76,train
77,train
78,train
79,train
80,train
81,train
82,train
83,train
84,train
85,train
86,train
87,test
88,train
89,train
90,train
91,test
92,train
93,train
94,train
95,test
96,train
97,train
98,test
99,train
100,train
101,train
102,train
103,val
104,train
105,train
106,train
107,train
108,train
109,train
110,train
111,train
112,val
113,train
114,train
115,train
116,train
117,train
118,train
119,train
120,train
121,test
122,val
123,train
124,train
125,train
126,train
127,train
128,train
129,train
130,test
131,train
132,train
133,train
134,test
135,train
136,train
137,train
138,train
139,train
140,train
141,train
142,train
143,val
144,train
145,train
146,val
147,train
148,train
149,train
150,val
151,val
152,val
153,train
154,train
155,train
156,train
157,val
158,train
159,train
160,val
161,test
162,train
163,train
164,train
165,train
166,test
167,train
168,train
169,train
170,train
171,train
172,train
173,train
174,train
175,train
176,train
177,train
178,train
179,train
180,train
181,train
182,train
183,train
184,train
185,train
186,val
187,test
188,train
189,test
190,train
191,train
192,train
193,train
194,train
195,train
196,train
197,val
198,train
199,train
200,test
201,test
202,val
203,train
204,train
205,test
206,test
207,val
208,train
209,train
210,train
211,train
212,train
213,train
214,train
215,train
216,test
217,train
218,train
219,val
220,train
221,train
222,train
223,train
224,train
225,val
226,train
227,train
228,train
229,val
230,test
231,train
232,train
233,train
234,train
235,train
236,train
237,train
238,train
239,train
240,train
241,test
242,train
243,train
244,train
245,train
246,val
247,train
248,train
249,train
250,train
251,train
252,test
253,val
254,train
255,train
256,train
257,train
258,train
259,train
260,train
261,train
262,val
263,train
264,train
265,train
266,train
267,train
268,train
269,test
270,train
271,train
272,train
273,train
274,train
275,train
276,test
277,train
278,train
279,val
280,train
281,train
282,train
283,val
284,train
285,train
286,train
287,train
288,test
289,train
290,train
291,train
292,train
293,val
294,train
295,test
296,train
297,train
298,train
299,train
300,train
301,train
302,train
303,train
304,train
305,train
306,train
307,train
308,train
309,train
310,train
311,train
312,train
313,train
314,train
315,test
316,train
317,val
318,train
319,train
320,train
321,train
322,train
323,train
324,train
325,train
326,train
327,train
328,train
329,train
330,test
331,train
332,train
333,train
334,train
335,train
336,train
337,test
338,train
339,train
340,train
341,train
342,train
343,test
344,train
345,val
346,train
347,train
348,train
349,train
350,train
351,train
352,train
353,train
354,train
355,train
356,train
357,train
358,train
359,train
360,train
361,train
362,train
363,train
364,train
365,train
366,train
367,train
368,train
369,train
370,train
371,train
372,train
373,train
374,train
375,train
376,train
377,train
378,test
379,test
380,train
381,train
382,train
383,train
384,val
385,test
386,train
387,test
388,train
389,train
390,train
391,test
392,test
393,train
394,train
395,train
396,train
397,test
398,train
399,train
400,val
401,test
402,val
403,val
404,train
405,train
406,test
407,train
408,train
409,train
410,train
411,train
412,train
413,train
414,train
415,train
416,train
417,train
418,test
419,train
420,train
421,train
422,train
423,train
424,train
425,train
426,train
427,train
428,train
429,train
430,train
431,train
432,train
433,train
434,train
435,train
436,train
437,val
438,train
439,train
440,train
441,val
442,train
443,train
444,train
445,train
446,train
447,train
448,train
449,train
450,train
451,train
452,val
