index,split
0,train
1,train
2,train
3,test
4,test
5,train
6,train
7,train
8,train
9,train
10,train
11,val
12,val
13,train
14,test
15,test
16,test
17,train
18,val
19,test
20,train
21,train
22,train
23,train
24,train
25,val
26,train
27,train
28,train
29,val
30,train
31,train
32,train
33,train
34,train
35,train
36,test
37,train
38,train
39,test
40,test
41,train
42,test
43,test
44,test
45,test
46,train
47,test
48,test
49,train
50,train
51,val
52,val
53,train
54,train
55,train
56,train
57,train
58,train
59,train
60,test
61,train
62,train
63,train
64,train
65,train
66,train
67,train
68,train
69,test
70,test
71,train
72,train
73,train
74,train
75,train
76,train
77,train
78,train
79,train
80,train
81,train
82,train
83,train
84,val
85,train
86,train
87,train
88,train
89,train
90,train
91,train
92,train
93,train
94,train
95,train
96,train
97,train
98,train
99,train
100,train
101,train
102,val
103,train
104,val
105,train
106,train
107,train
108,train
109,train
110,val
111,test
112,train
113,val
114,train
115,train
116,train
117,test
118,train
119,train
120,train
121,train
122,val
123,train
124,train
125,train
126,val
127,test
128,test
129,train
130,train
131,train
132,train
133,train
134,train
135,train
136,val
137,val
138,train
139,train
140,train
141,train
142,train
143,train
144,train
145,test
146,train
147,train
148,val
149,test
150,train
151,train
152,train
153,train
154,train
155,val
156,test
157,train
158,train
159,train
160,train
161,train
162,train
163,train
164,train
165,train
166,train
167,train
168,train
169,train
170,train
171,train
172,train
173,train
174,train
175,train
176,val
177,train
178,val
179,test
180,train
181,val
182,train
183,train
184,train
185,train
186,val
187,train
188,train
189,train
190,test
191,train
192,val
193,train
194,train
195,train
196,train
197,train
198,train
199,train
200,test
201,train
202,train
203,train
204,test
205,train
206,test
207,train
208,train
209,train
210,train
211,val
212,test
213,val
214,train
215,train
216,train
217,train
218,test
219,train
220,train
221,test
222,train
223,train
224,train
225,val
226,train
227,train
228,val
229,val
230,train
231,train
232,train
233,train
234,train
235,train
236,test
237,train
238,train
239,train
240,train
241,val
242,train
243,train
244,train
245,train
246,train
247,train
248,val
249,train
250,train
251,train
252,train
253,train
254,train
255,train
256,train
257,val
258,test
259,train
260,train
261,train
262,train
263,train
264,train
265,train
266,train
267,train
268,train
269,train
270,train
271,train
