index,split
0,train
1,train
2,train
3,train
4,train
5,train
6,train
7,test
8,train
9,train
10,train
11,val
12,val
13,train
14,test
15,test
16,train
17,train
18,val
19,test
20,train
21,train
22,train
23,train
24,train
25,train
26,train
27,train
28,train
29,train
30,train
31,train
32,train
33,train
34,train
35,train
36,train
37,train
38,train
39,train
40,train
41,train
42,train
43,train
44,train
45,train
46,train
47,train
48,train
49,train
50,train
51,test
52,test
53,train
54,train
55,train
56,train
57,train
58,train
59,train
60,train
61,train
62,train
63,test
64,train
65,test
66,train
67,train
68,train
69,train
70,train
71,val
72,train
73,val
74,train
75,train
76,train
77,train
78,test
79,train
80,train
81,train
82,test
83,train
84,train
85,train
86,train
87,train
88,train
89,test
90,train
91,train
92,train
93,train
94,train
95,train
96,train
97,train
98,train
99,train
100,train
101,train
102,val
103,train
104,val
105,val
106,val
107,val
108,train
109,train
110,val
111,train
112,train
113,train
114,train
115,train
116,train
117,train
118,train
119,test
120,train
121,val
122,train
123,train
124,train
125,val
126,val
127,train
128,train
129,train
130,test
131,val
132,train
133,train
134,val
135,train
136,val
137,val
138,val
139,train
140,train
141,val
142,train
143,train
144,train
145,train
146,train
147,test
148,val
149,train
150,val
151,train
152,train
153,train
154,train
155,train
156,train
157,train
158,train
159,train
160,train
161,val
162,train
163,train
164,train
165,train
166,train
167,train
168,train
169,train
170,train
171,train
172,train
173,train
174,train
175,train
176,train
177,train
178,train
179,train
180,train
181,test
182,train
183,train
184,train
185,train
186,train
187,train
188,train
189,train
190,train
191,train
192,train
193,train
194,train
195,train
196,train
197,val
198,train
199,train
200,train
201,train
202,train
203,train
204,train
205,train
206,train
207,train
208,train
209,train
210,train
211,train
212,train
213,train
214,train
215,train
216,train
217,train
218,train
219,train
220,train
221,train
222,test
223,test
224,train
225,val
226,train
227,train
228,test
229,train
230,train
231,test
232,train
233,train
234,train
235,train
236,train
237,train
238,train
239,train
240,train
241,train
242,train
243,train
244,train
245,train
246,train
247,train
248,train
249,train
250,train
251,train
252,train
253,test
254,train
255,train
256,test
257,train
258,train
259,train
260,train
261,train
262,train
263,train
264,test
265,train
266,train
267,train
268,train
269,train
270,train
271,train
