index,split
0,train
1,train
2,train
3,train
4,train
5,train
6,train
7,train
8,train
9,train
10,train
11,test
12,test
13,train
14,train
15,train
16,train
17,train
18,test
19,val
20,train
21,val
22,train
23,train
24,val
25,train
26,train
27,train
28,train
29,train
30,train
31,test
32,test
33,train
34,train
35,train
36,train
37,train
38,train
39,train
40,train
41,val
42,train
43,train
44,train
45,train
46,train
47,train
48,train
49,train
50,train
51,train
52,train
53,train
54,train
55,train
56,train
57,train
58,train
59,train
60,val
61,train
62,train
63,train
64,train
65,val
66,test
67,val
68,val
69,train
70,train
71,val
72,train
73,train
74,train
75,train
76,test
77,train
78,train
79,train
80,train
81,train
82,train
83,train
84,train
85,train
86,train
87,train
88,train
89,test
90,train
91,train
92,train
93,train
94,train
95,train
96,train
97,train
98,train
99,val
100,train
101,train
102,test
103,train
104,test
105,val
106,val
107,val
108,train
109,test
110,test
111,train
112,train
113,test
114,train
115,train
116,train
117,train
118,train
119,val
120,train
121,train
122,val
123,train
124,train
125,val
126,test
127,train
128,train
129,train
130,train
131,train
132,train
133,train
134,val
135,train
136,test
137,test
138,train
139,train
140,train
141,train
142,train
143,val
144,test
145,val
146,val
147,train
148,test
149,train
150,val
151,train
152,train
153,train
154,train
155,val
156,train
157,train
158,train
159,train
160,train
161,train
162,val
163,train
164,train
165,train
166,train
167,train
168,train
169,train
170,train
171,train
172,val
173,test
174,test
175,train
176,train
177,train
178,train
179,train
180,train
181,test
182,train
183,train
184,train
185,train
186,train
187,train
188,val
189,train
190,val
191,train
192,test
193,train
194,train
195,val
196,train
197,train
198,train
199,train
200,train
201,train
202,train
203,train
204,train
205,train
206,train
207,train
208,train
209,train
210,train
211,train
212,train
213,train
214,train
215,test
216,train
217,val
218,train
219,train
220,train
221,train
222,val
223,train
224,train
225,test
226,train
227,test
228,test
229,train
230,train
231,train
232,train
233,train
234,train
235,train
236,train
237,test
238,val
239,train
240,train
241,val
242,train
243,train
244,train
245,val
246,train
247,train
248,train
249,train
250,train
251,train
252,train
253,train
254,train
255,train
256,train
257,train
258,train
259,train
260,train
261,train
262,train
263,train
264,train
265,train
266,train
267,train
268,train
269,train
270,test
271,train
