index,split
0,train
1,train
2,train
3,val
4,train
5,train
6,train
7,train
8,val
9,train
10,train
11,train
12,train
13,test
14,train
15,train
16,train
17,train
18,train
19,train
20,train
21,train
22,train
23,train
24,train
25,train
26,train
27,train
28,train
29,train
30,train
31,train
32,train
33,test
34,train
35,train
36,train
37,train
38,train
39,val
40,val
41,train
42,val
43,val
44,val
45,val
46,val
47,train
48,test
49,train
50,train
51,train
52,train
53,train
54,train
55,train
56,train
57,train
58,train
59,test
60,train
61,train
62,train
63,val
64,train
65,train
66,val
67,train
68,train
69,train
70,train
71,train
72,test
73,train
74,train
75,train
76,train
77,train
78,test
79,train
80,train
81,train
82,val
83,train
84,train
85,train
86,train
87,train
88,train
89,train
90,train
91,train
92,train
93,val
94,train
95,train
96,train
97,train
98,train
99,train
100,train
101,train
102,train
103,test
104,train
105,train
106,train
107,train
108,test
109,test
110,train
111,train
112,train
113,val
114,train
115,train
116,val
117,train
118,test
119,train
120,val
121,train
122,train
123,test
124,test
125,train
126,train
127,test
128,test
129,train
130,test
131,val
132,train
133,test
134,train
135,test
136,train
137,train
138,train
139,train
140,val
141,train
142,val
143,train
144,train
145,train
146,val
147,train
148,train
149,train
150,train
151,test
152,train
153,train
154,train
155,train
156,train
157,train
158,test
159,train
160,train
161,train
162,train
163,train
164,train
165,train
166,test
167,train
168,train
169,train
170,train
171,train
172,train
173,train
174,train
175,train
176,train
177,train
178,train
179,train
180,train
181,train
182,val
183,test
184,train
185,train
186,train
187,train
188,train
189,train
190,train
191,train
192,train
193,train
194,test
195,train
196,test
197,train
198,train
199,test
200,train
201,train
202,train
203,train
204,train
205,train
206,train
207,train
208,train
209,train
210,train
211,train
212,train
213,train
214,train
215,train
216,train
217,train
218,train
219,train
220,train
221,val
222,val
223,val
224,test
225,train
226,test
227,val
228,train
229,val
230,train
231,train
232,train
233,train
234,train
235,train
236,train
237,train
238,train
239,train
240,train
241,train
242,train
243,train
244,val
245,train
246,train
247,train
248,test
249,train
250,train
251,train
252,train
253,train
254,train
255,train
256,train
257,train
258,val
259,train
260,train
261,train
262,train
263,test
264,train
265,train
266,test
267,train
268,test
269,test
270,train
271,test
