index,split
0,train
1,train
2,val
3,test
4,train
5,train
6,train
7,train
8,val
9,train
10,test
11,train
12,train
13,train
14,train
15,train
16,train
17,train
18,val
19,train
20,test
21,train
22,train
23,test
24,train
25,test
26,train
27,val
28,train
29,train
30,train
31,test
32,train
33,test
34,val
35,train
36,test
37,train
38,train
39,train
40,train
41,train
42,train
43,train
44,train
45,train
46,train
47,train
48,train
49,train
50,train
51,val
52,train
53,train
54,train
55,train
56,test
57,train
58,train
59,train
60,train
61,val
62,train
63,train
64,train
65,train
66,train
67,val
68,test
69,train
70,test
71,train
72,train
73,train
74,train
75,val
76,train
77,train
78,train
79,val
80,test
81,train
82,train
83,train
84,train
85,train
86,train
87,train
88,train
89,train
90,train
91,train
92,val
93,train
94,train
95,train
96,train
97,train
98,train
99,train
100,train
101,train
102,train
103,train
104,train
105,train
106,val
107,train
108,train
109,train
110,train
111,train
112,train
113,val
114,val
115,train
116,train
117,train
118,train
119,train
120,train
121,train
122,train
123,train
124,test
125,train
126,train
127,train
128,train
129,train
130,train
131,train
132,test
133,train
134,train
135,train
136,train
137,train
138,val
139,train
140,val
141,train
142,train
143,train
144,test
145,test
146,train
147,train
148,train
149,train
150,train
151,train
152,train
153,test
154,train
155,train
156,test
157,test
158,train
159,train
160,train
161,test
162,train
163,train
164,train
165,train
166,test
167,train
168,train
169,train
170,train
171,train
172,test
173,test
174,train
175,train
176,train
177,test
178,train
179,train
180,train
181,train
182,train
183,train
184,train
185,train
186,train
187,train
188,train
189,train
190,train
191,train
192,train
193,train
194,train
195,train
196,test
197,train
198,val
199,train
200,train
201,train
202,train
203,val
204,train
205,test
206,train
207,train
208,train
209,train
210,train
211,train
212,val
213,train
214,train
215,train
216,test
217,val
218,train
219,train
220,train
221,train
222,train
223,train
224,train
225,train
226,train
227,train
228,val
229,train
230,train
231,train
232,train
233,train
234,train
235,train
236,train
237,train
238,train
239,train
240,train
241,train
242,train
243,train
244,train
245,train
246,train
247,train
248,train
249,test
250,test
251,train
252,train
253,train
254,train
255,test
256,train
257,train
258,train
259,train
260,test
261,train
262,train
263,train
264,val
265,train
266,train
267,train
268,test
269,train
270,train
271,test
