index,split
0,train
1,train
2,train
3,train
4,val
5,test
6,train
7,test
8,train
9,train
10,test
11,train
12,train
13,train
14,train
15,train
16,train
17,train
18,train
19,train
20,train
21,train
22,train
23,val
24,train
25,train
26,train
27,train
28,train
29,train
30,train
31,test
32,train
33,train
34,train
35,train
36,train
37,train
38,train
39,train
40,train
41,train
42,train
43,train
44,train
45,train
46,train
47,train
48,train
49,test
50,train
51,train
52,train
53,train
54,train
55,train
56,train
57,train
58,train
59,train
60,test
61,test
62,train
63,train
64,test
65,train
66,test
67,train
68,train
69,train
70,train
71,train
72,test
73,train
74,train
75,train
76,train
77,train
78,train
79,val
80,train
81,train
82,test
83,train
84,test
85,train
86,train
87,train
88,train
89,train
90,train
91,train
92,train
93,test
94,train
95,train
96,train
97,train
98,train
99,train
100,val
101,val
102,train
103,train
104,train
105,train
106,train
107,train
108,train
109,train
110,train
111,train
112,train
113,train
114,train
115,train
116,train
117,val
118,val
119,train
120,train
121,train
122,train
123,train
124,train
125,train
126,train
127,train
128,train
129,train
130,val
131,test
132,test
133,train
134,train
135,val
136,train
137,train
138,train
139,train
140,train
141,train
142,train
143,train
144,train
145,train
146,val
147,train
148,train
149,train
150,train
151,train
152,train
153,train
154,val
155,train
156,train
157,train
158,train
159,train
160,train
161,val
162,train
163,train
164,train
165,val
166,train
167,train
168,train
169,test
170,train
171,train
172,train
173,train
174,train
175,train
176,train
177,train
178,train
179,train
180,train
181,train
182,train
183,train
184,train
185,val
186,train
187,train
188,train
189,test
190,val
191,train
192,train
193,train
194,val
195,test
196,test
197,train
198,train
199,test
200,train
201,train
202,train
203,train
204,train
205,val
206,train
207,train
208,train
209,train
210,train
211,train
212,train
213,train
214,train
215,train
216,val
217,train
218,train
219,train
220,train
221,train
222,val
223,train
224,train
225,train
226,train
227,train
228,train
229,train
230,test
231,train
232,train
233,val
234,train
235,train
236,val
237,test
238,train
239,train
240,val
241,train
242,train
243,test
244,train
245,test
246,test
247,train
248,train
249,train
250,train
251,train
252,test
253,train
254,train
255,train
256,train
257,val
258,train
259,train
260,train
261,train
262,train
263,train
264,train
265,test
266,train
267,train
268,test
269,val
270,train
271,val
