index,split
0,train
1,train
2,train
3,train
4,train
5,train
6,train
7,train
8,train
9,train
10,test
11,train
12,train
13,train
14,train
15,train
16,train
17,train
18,train
19,train
20,train
21,test
22,train
23,train
24,train
25,train
26,test
27,train
28,train
29,train
30,train
31,train
32,train
33,train
34,test
35,train
36,train
37,train
38,train
39,train
40,train
41,train
42,train
43,train
44,test
45,train
46,train
47,train
48,train
49,train
50,train
51,val
52,train
53,train
54,val
55,train
56,train
57,train
58,train
59,train
60,train
61,train
62,train
63,train
64,train
65,train
66,test
67,train
68,train
69,train
70,train
71,val
72,train
73,train
74,test
75,train
76,train
77,train
78,train
79,train
80,train
81,train
82,train
83,train
84,val
85,train
86,val
87,train
88,val
89,train
90,val
91,train
92,train
93,test
94,val
95,train
96,train
97,train
98,train
99,train
100,val
101,test
102,test
103,train
104,val
105,train
106,val
107,train
108,train
109,val
110,train
111,test
112,train
113,train
114,train
115,val
116,train
117,train
118,test
119,train
120,train
121,train
122,train
123,train
124,train
125,train
126,test
127,train
128,train
129,train
130,train
131,train
132,train
133,train
134,train
135,train
136,test
137,val
138,train
139,test
140,train
141,train
142,train
143,train
144,val
145,val
146,train
147,train
148,train
149,train
150,train
151,train
152,train
153,train
154,train
155,test
156,train
157,train
158,train
159,test
160,train
161,val
162,train
163,train
164,train
165,train
166,test
167,train
168,train
169,train
170,train
171,train
172,test
173,train
174,train
175,train
176,train
177,train
178,train
179,train
180,train
181,train
182,train
183,train
184,train
185,train
186,train
187,val
188,train
189,train
190,train
191,train
192,train
193,train
194,train
195,train
196,train
197,train
198,train
199,test
200,train
201,train
202,train
203,train
204,train
205,val
206,test
207,train
208,val
209,train
210,train
211,train
212,train
213,train
214,train
215,train
216,train
217,train
218,train
219,test
220,train
221,test
222,train
223,train
224,train
225,val
226,val
227,test
228,train
229,val
230,train
231,train
232,train
233,train
234,train
235,train
236,train
237,train
238,val
239,val
240,test
241,train
242,train
243,train
244,train
245,train
246,train
247,train
248,train
249,val
250,test
251,train
252,train
253,train
254,train
255,train
256,train
257,train
258,train
259,train
260,train
261,val
262,train
263,train
264,train
265,train
266,train
267,test
268,train
269,train
270,train
271,train
