index,split
0,train
1,train
2,train
3,train
4,train
5,train
6,train
7,train
8,train
9,train
10,train
11,train
12,train
13,train
14,train
15,train
16,train
17,train
18,train
19,train
20,train
21,train
22,train
23,train
24,val
25,train
26,train
27,train
28,val
29,train
30,train
31,train
32,train
33,train
34,train
35,val
36,train
37,val
38,train
39,train
40,train
41,train
42,train
43,train
44,train
45,train
46,train
47,train
48,train
49,train
50,val
51,train
52,train
53,train
54,train
55,train
56,train
57,train
58,train
59,train
60,test
61,train
62,val
63,train
64,train
65,val
66,train
67,test
68,train
69,train
70,train
71,train
72,train
73,train
74,test
75,test
76,val
77,val
78,train
79,train
80,train
81,train
82,val
83,train
84,train
85,val
86,train
87,train
88,train
89,train
90,train
91,train
92,train
93,val
94,train
95,train
96,train
97,train
98,test
99,val
100,train
101,train
102,train
103,test
104,val
105,train
106,train
107,test
108,train
109,train
110,train
111,train
112,train
113,train
114,train
115,train
116,train
117,train
118,train
119,train
120,train
121,train
122,train
123,train
124,train
125,train
126,train
127,train
128,train
129,test
130,train
131,train
132,train
133,train
134,val
135,train
136,train
137,train
138,val
139,train
140,val
141,train
142,test
143,train
144,test
145,test
146,val
147,train
148,test
149,train
150,train
151,val
152,train
153,val
154,train
155,train
156,train
157,train
158,train
159,train
160,val
161,test
162,train
163,train
164,val
165,train
166,train
167,train
168,val
169,train
170,train
171,train
172,train
173,test
174,train
175,train
176,val
177,test
178,train
179,train
180,train
181,train
182,train
183,train
184,train
185,train
186,train
187,train
188,train
189,train
190,train
191,train
192,train
193,train
194,train
195,train
196,train
197,test
198,train
199,train
200,train
201,train
202,train
203,train
204,train
205,train
206,train
207,train
208,train
209,train
210,train
211,train
212,train
213,train
214,train
215,train
216,train
217,train
218,train
219,train
220,train
221,train
222,train
223,train
224,train
225,train
226,train
227,train
228,train
229,train
230,train
231,train
232,train
233,val
234,train
235,train
236,train
237,train
238,train
239,train
240,train
241,train
242,train
243,train
244,train
245,val
246,train
247,train
248,train
249,train
250,train
251,val
252,train
253,test
254,train
255,train
256,train
257,train
258,train
259,train
260,train
261,train
262,test
263,train
264,train
265,train
266,train
267,val
268,val
269,val
270,train
271,train
