index,split
0,test
1,test
2,test
3,test
4,test
5,train
6,test
7,test
8,train
9,train
10,test
11,test
12,test
13,test
14,test
15,train
16,train
17,train
18,train
19,train
20,train
21,train
22,val
23,val
24,train
25,train
26,train
27,train
28,train
29,train
30,train
31,train
32,train
33,train
34,train
35,train
36,train
37,train
38,train
39,train
40,test
41,train
42,test
43,train
44,test
45,test
46,test
47,train
48,train
49,train
50,train
51,train
52,train
53,train
54,val
55,train
56,train
57,test
58,test
59,val
60,train
61,test
62,test
63,train
64,train
65,train
66,train
67,train
68,train
69,train
70,train
71,train
72,train
73,train
74,train
75,train
76,train
77,train
78,train
79,train
80,train
81,train
82,train
83,train
84,test
85,val
86,train
87,train
88,val
89,val
90,test
91,train
92,val
93,train
94,train
95,val
96,train
97,train
98,train
99,train
100,val
101,train
102,val
103,train
104,val
105,val
106,test
107,train
108,test
109,test
110,val
111,train
112,train
113,test
114,test
115,test
116,train
117,train
118,test
119,test
120,train
121,test
122,test
123,test
124,test
125,train
126,train
127,train
128,train
129,train
130,val
131,train
132,train
133,val
134,test
135,train
136,test
137,train
138,train
139,train
140,train
141,train
142,train
143,train
144,val
145,test
146,train
147,train
148,val
149,train
150,train
151,train
152,train
153,train
154,train
155,train
156,train
157,test
158,train
159,train
160,train
161,train
162,train
163,train
164,train
165,train
166,val
167,train
168,val
169,train
170,train
171,train
172,train
173,train
174,train
175,train
176,train
177,train
178,train
179,train
180,test
181,test
182,test
183,test
184,test
185,train
186,test
187,test
188,test
189,train
190,test
191,test
192,test
193,test
194,test
195,test
196,test
197,train
198,train
199,train
200,test
201,test
202,test
203,test
204,test
205,test
206,test
207,test
208,test
209,test
210,test
211,test
212,test
213,test
214,test
215,test
216,test
217,test
218,test
219,test
220,train
221,test
222,test
223,test
224,test
225,test
226,test
227,train
228,test
229,train
230,train
231,test
232,test
233,test
234,train
235,train
236,train
237,train
238,test
239,test
240,test
241,train
242,test
243,test
244,test
245,test
246,train
247,train
248,val
249,test
250,train
251,test
252,train
253,train
254,train
255,train
256,train
257,test
258,train
259,test
260,test
261,test
262,train
263,test
264,train
265,test
266,train
267,train
268,train
269,train
270,train
271,train
272,train
273,train
274,train
275,val
276,train
277,train
278,train
279,train
280,train
281,train
282,train
283,val
284,train
285,train
286,val
287,train
288,val
289,train
290,train
291,train
292,test
293,test
294,test
295,test
296,test
297,test
298,train
299,test
300,test
301,test
302,test
303,test
304,test
305,train
306,test
307,test
308,test
309,test
310,test
311,test
312,test
313,test
314,test
315,test
316,train
317,train
318,train
319,test
320,test
321,test
322,test
323,test
324,test
325,test
326,test
327,test
328,test
329,test
330,test
331,test
332,test
333,test
334,test
335,test
336,test
337,test
338,train
339,test
340,val
341,test
342,test
343,test
344,test
345,train
346,test
347,test
348,train
349,train
350,test
351,test
352,test
353,test
354,test
355,test
356,test
357,test
358,test
359,test
360,test
361,test
362,test
363,test
364,test
365,test
366,test
367,test
368,train
369,train
370,val
371,val
372,train
373,train
374,train
375,train
376,test
377,test
378,train
379,train
380,train
381,train
382,train
383,train
384,test
385,test
386,train
387,test
388,test
389,test
390,test
391,test
392,test
393,test
394,test
395,test
396,test
397,test
398,test
399,test
400,test
401,test
402,test
403,test
404,test
405,test
406,train
407,test
408,test
409,train
410,val
411,val
412,train
413,train
414,train
415,train
416,train
417,test
418,test
419,train
420,test
421,test
422,test
423,test
424,test
425,train
426,test
427,train
428,test
429,test
430,test
431,train
432,train
433,train
434,test
435,val
436,test
437,test
438,test
439,test
440,test
441,train
442,train
443,train
444,train
445,train
446,train
447,train
448,train
449,test
450,train
451,test
452,test
453,train
454,train
455,train
456,test
457,test
458,test
459,train
460,train
461,train
462,train
463,train
464,train
465,train
466,train
467,train
468,train
469,val
470,train
471,train
472,train
473,val
474,test
475,test
476,test
477,train
478,train
479,test
480,test
481,test
482,test
483,test
484,val
485,train
486,train
487,train
488,train
489,train
490,train
491,train
492,train
493,test
494,test
495,test
496,test
497,test
498,test
499,val
500,train
501,train
502,train
503,train
504,train
505,train
506,train
507,train
508,train
509,train
510,test
511,val
512,val
513,train
514,train
515,train
516,test
517,train
518,train
519,train
520,train
521,train
522,test
523,train
524,train
525,train
526,train
527,train
528,train
529,test
530,test
531,test
532,test
533,test
534,test
535,test
536,test
537,train
538,train
539,train
540,train
541,train
542,test
543,train
544,train
545,train
546,train
547,test
548,train
549,train
550,train
551,train
552,train
553,test
554,train
555,train
556,test
557,test
558,test
559,test
560,test
561,test
562,train
563,test
564,test
565,test
566,test
567,train
568,train
569,train
570,train
571,test
572,test
573,test
574,train
575,train
576,train
577,train
578,train
579,test
580,val
581,train
582,train
583,train
584,train
585,train
586,train
587,test
588,train
589,train
590,val
591,test
592,test
593,test
594,train
595,train
596,test
597,train
598,test
599,train
600,test
601,test
602,test
603,test
604,train
605,test
606,train
607,test
608,train
609,test
610,val
611,train
612,train
613,train
614,train
615,train
616,train
617,train
618,train
619,train
620,train
621,train
622,train
623,train
624,train
625,train
626,test
627,test
628,train
629,train
630,train
631,train
632,val
633,train
634,train
635,train
636,train
637,train
638,train
639,train
640,train
641,train
642,train
643,val
644,train
645,train
646,test
647,train
648,train
649,test
650,test
651,test
652,test
653,train
654,test
655,train
656,train
657,train
658,test
659,train
660,test
661,test
662,train
663,train
664,train
665,train
666,train
667,train
668,train
669,train
670,train
671,train
672,train
673,train
674,train
675,train
676,train
677,train
678,train
679,train
680,val
681,train
682,test
683,train
684,test
685,test
686,test
687,train
688,test
689,train
690,train
691,train
692,train
693,test
694,train
695,test
696,test
697,train
698,train
699,train
700,test
701,test
702,test
703,train
704,train
705,train
706,train
707,train
708,train
709,train
710,train
711,train
712,train
713,train
714,train
715,train
716,test
717,val
718,train
719,train
720,train
721,val
722,train
723,train
724,test
725,train
726,test
727,val
728,val
729,val
730,train
731,train
732,train
733,train
734,train
735,test
736,train
737,train
738,train
739,train
740,train
741,train
742,train
743,test
744,train
745,train
746,test
747,train
748,train
749,train
750,train
751,train
752,train
753,train
754,train
755,train
756,train
757,train
758,train
759,train
760,train
761,test
762,train
763,train
764,train
765,train
766,train
767,train
768,val
769,train
770,test
771,train
772,train
773,train
774,val
775,train
776,train
777,test
778,train
779,train
780,train
781,train
782,train
783,train
784,train
785,train
786,train
787,train
788,train
789,train
790,train
791,train
792,train
793,train
794,train
795,val
796,val
797,test
798,test
799,train
800,train
801,train
802,train
803,train
804,train
805,train
806,train
807,train
808,val
809,val
810,val
811,test
812,test
813,train
814,train
815,train
816,train
817,train
818,val
819,train
820,train
821,val
822,train
823,val
824,train
825,train
826,train
827,val
828,test
829,test
830,val
831,val
832,train
833,train
834,train
835,test
836,test
837,train
838,test
839,train
840,test
841,train
842,test
843,test
844,test
845,test
846,train
847,train
848,val
849,train
850,train
851,train
852,train
853,train
854,train
855,val
856,test
857,train
858,train
859,train
860,train
861,train
862,train
863,train
864,train
865,train
866,test
867,train
868,train
869,train
870,train
871,train
872,train
873,train
874,train
875,test
876,test
877,test
878,train
879,val
880,train
881,train
882,train
883,test
884,val
885,train
886,train
887,val
888,train
889,train
890,train
891,train
892,train
893,train
894,train
895,test
896,test
897,val
898,train
899,train
900,train
901,train
902,train
903,train
904,train
905,train
906,train
907,test
908,train
909,train
910,test
911,test
912,test
913,val
914,train
915,train
916,train
917,train
918,test
919,train
920,train
921,train
922,train
923,train
924,train
925,train
926,train
927,train
928,train
929,train
930,train
931,train
932,train
933,val
934,test
935,train
936,train
937,train
938,train
939,test
940,train
941,train
942,train
943,train
944,train
945,train
946,train
947,train
948,train
949,train
950,train
951,train
952,test
953,test
954,test
955,train
956,test
957,test
958,test
959,test
960,test
961,test
962,test
963,train
964,train
965,train
966,test
967,test
968,test
969,test
970,train
971,train
972,train
973,test
974,test
975,train
976,test
977,train
978,train
979,test
980,test
981,train
982,train
983,train
984,val
985,train
986,train
987,train
988,train
989,test
990,train
991,train
992,train
993,test
994,val
995,train
996,train
997,val
998,test
999,train
1000,train
1001,train
1002,train
1003,train
1004,train
1005,train
1006,val
1007,train
1008,train
1009,test
1010,train
1011,train
1012,train
1013,test
1014,test
1015,test
1016,test
1017,train
1018,train
1019,train
1020,train
1021,test
1022,test
1023,train
1024,train
1025,test
1026,test
1027,test
1028,test
1029,test
1030,test
1031,train
1032,val
1033,test
1034,test
1035,test
1036,test
1037,test
1038,test
1039,test
1040,train
1041,test
1042,train
1043,train
1044,train
1045,train
1046,test
1047,train
1048,train
1049,train
1050,test
1051,train
1052,test
1053,test
1054,test
1055,train
1056,train
1057,train
1058,test
1059,test
1060,train
1061,test
1062,test
1063,train
1064,train
1065,train
1066,train
1067,train
1068,train
1069,test
1070,val
1071,test
1072,test
1073,test
1074,train
1075,test
1076,train
1077,train
1078,train
1079,train
1080,train
1081,train
1082,test
1083,test
1084,train
1085,test
1086,test
1087,test
1088,test
1089,train
1090,test
1091,test
1092,test
1093,train
1094,train
1095,test
1096,test
1097,train
1098,train
1099,test
1100,train
1101,train
1102,test
1103,train
1104,train
1105,test
1106,train
1107,test
1108,test
1109,test
1110,test
1111,test
1112,test
1113,test
1114,test
1115,test
1116,train
1117,train
1118,train
1119,train
1120,test
1121,train
1122,test
1123,train
1124,train
1125,train
1126,train
1127,test
1128,test
1129,test
1130,train
1131,train
1132,test
1133,train
1134,train
1135,test
1136,train
1137,test
1138,train
1139,train
1140,train
1141,test
1142,train
1143,train
1144,train
1145,test
1146,test
1147,test
1148,train
1149,test
1150,test
1151,train
1152,train
1153,train
1154,train
1155,train
1156,train
1157,train
1158,train
1159,val
1160,test
1161,test
1162,test
1163,test
1164,train
1165,train
1166,val
1167,test
1168,train
1169,train
1170,val
1171,train
1172,test
1173,train
1174,train
1175,test
1176,train
1177,test
1178,train
1179,train
1180,train
1181,train
1182,val
1183,val
1184,test
1185,train
1186,train
1187,test
1188,test
1189,test
1190,test
1191,test
1192,train
1193,train
1194,train
1195,train
1196,val
1197,train
1198,test
1199,train
1200,train
1201,test
1202,train
1203,train
1204,test
1205,train
1206,train
1207,val
1208,train
1209,train
1210,train
1211,test
1212,train
1213,train
1214,train
1215,train
1216,train
1217,train
1218,train
1219,train
1220,train
1221,train
1222,train
1223,train
1224,train
1225,train
1226,train
1227,train
1228,train
1229,test
1230,test
1231,train
1232,val
1233,train
1234,train
1235,test
1236,test
1237,train
1238,train
1239,train
1240,train
1241,train
1242,train
1243,train
1244,train
1245,train
1246,train
1247,test
1248,test
