index,split
0,train
1,train
2,val
3,val
4,train
5,train
6,train
7,train
8,val
9,train
10,train
11,train
12,train
13,train
14,test
15,train
16,test
17,test
18,train
19,train
20,train
21,train
22,val
23,val
24,train
25,train
26,train
27,val
28,train
29,train
30,train
31,train
32,test
33,train
34,test
35,train
36,train
37,train
38,train
39,test
40,train
41,train
42,train
43,train
44,train
45,train
46,train
47,train
48,train
49,train
50,train
51,val
52,train
53,train
54,train
55,val
56,train
57,val
58,train
59,train
60,test
61,train
62,train
63,train
64,train
65,train
66,train
67,train
68,train
69,train
70,val
71,val
72,train
73,train
74,train
75,train
76,train
77,train
78,val
79,train
80,train
81,train
82,val
83,val
84,train
85,train
86,train
87,train
88,val
89,test
90,val
91,train
92,train
93,test
94,train
95,train
96,test
97,train
98,train
99,val
100,train
101,train
102,train
103,train
104,train
105,train
106,val
107,train
108,train
109,val
110,train
111,test
112,train
113,test
114,train
115,train
116,train
117,train
118,train
119,train
120,train
121,train
122,train
123,train
124,train
125,train
126,test
127,train
128,train
129,train
130,train
131,train
132,train
133,test
134,train
135,val
136,train
137,train
138,train
139,train
140,val
141,train
142,train
143,train
144,val
145,train
146,train
147,train
148,train
149,train
150,train
151,train
152,train
153,train
154,train
155,train
156,train
157,train
158,train
159,train
160,train
161,train
162,train
163,train
164,train
165,train
166,train
167,train
168,train
169,train
170,train
171,train
172,train
173,train
174,train
175,val
176,train
177,train
178,train
179,train
180,test
181,train
182,train
183,train
184,train
185,train
186,train
187,train
188,train
189,train
190,train
191,test
192,train
193,train
194,test
195,train
196,train
197,train
198,train
199,val
200,train
201,val
202,train
203,train
204,train
205,val
206,train
207,train
208,train
209,train
210,train
211,train
212,train
213,train
214,train
215,train
216,train
217,train
218,train
219,train
220,train
221,train
222,train
223,val
224,train
225,train
226,train
227,train
228,train
229,train
230,train
231,test
232,val
233,train
234,train
235,train
236,train
237,train
238,train
239,train
240,val
241,val
242,train
243,train
244,train
245,train
246,train
247,train
248,train
249,train
250,train
251,train
252,train
253,train
254,train
255,test
256,train
257,train
258,train
259,train
260,train
261,train
262,test
263,train
264,train
265,train
266,train
267,train
268,test
269,train
270,train
271,test
