index,split
0,train
1,train
2,train
3,val
4,test
5,val
6,train
7,train
8,train
9,val
10,train
11,train
12,train
13,train
14,train
15,train
16,test
17,train
18,train
19,train
20,train
21,train
22,train
23,train
24,train
25,train
26,train
27,train
28,train
29,train
30,train
31,train
32,train
33,train
34,test
35,train
36,train
37,train
38,train
39,train
40,train
41,train
42,train
43,train
44,train
45,train
46,train
47,train
48,train
49,train
50,train
51,train
52,train
53,train
54,val
55,val
56,train
57,train
58,train
59,train
60,train
61,train
62,train
63,train
64,test
65,train
66,val
67,train
68,train
69,train
70,train
71,train
72,train
73,train
74,train
75,train
76,train
77,val
78,train
79,train
80,train
81,train
82,train
83,train
84,train
85,train
86,train
87,train
88,train
89,train
90,train
91,train
92,train
93,train
94,val
95,train
96,train
97,train
98,test
99,train
100,train
101,train
102,train
103,train
104,train
105,train
106,train
107,train
108,train
109,train
110,train
111,train
112,train
113,train
114,test
115,train
116,test
117,val
118,train
119,test
120,train
121,train
122,train
123,train
124,train
125,val
126,val
127,test
128,train
129,train
130,test
131,train
132,train
133,val
134,train
135,train
136,train
137,val
138,train
139,train
140,train
141,train
142,train
143,test
144,train
145,train
146,test
147,train
148,train
149,train
150,train
151,train
152,train
153,train
154,test
155,train
156,train
157,train
158,train
159,train
160,test
161,test
162,train
163,train
164,val
165,train
166,train
167,train
168,train
169,train
170,train
171,train
172,train
173,train
174,train
175,train
176,train
177,train
178,train
179,train
180,train
181,train
182,train
183,train
184,train
185,train
186,train
187,train
188,train
189,test
190,test
191,train
192,train
193,train
194,train
195,train
196,train
197,test
198,train
199,train
200,test
201,val
202,test
203,train
204,train
205,train
206,test
207,train
208,train
209,train
210,train
211,train
212,train
213,train
214,train
215,train
216,train
217,train
218,train
219,train
220,train
221,train
222,train
223,val
224,val
225,test
226,train
227,train
228,train
229,train
230,train
231,train
232,val
233,train
234,train
235,val
236,train
237,train
238,train
239,train
240,train
241,test
242,val
243,train
244,train
245,train
246,train
247,train
248,train
249,val
250,train
251,train
252,train
253,test
254,train
255,val
256,train
257,train
258,train
259,train
260,val
261,train
262,test
263,train
264,train
265,train
266,train
267,train
268,train
269,train
270,train
271,train
